,Age,Activity,Arban
2862,50.0,0.84,1.0
2863,30.0,1.0,0.0
2864,40.0,1.04,1.0
2865,40.0,0.9,1.0
2866,40.0,0.94,0.0
2867,40.0,0.96,0.0
2868,30.0,1.04,0.0
2869,30.0,1.08,0.0
2870,60.0,1.02,1.0
2871,30.0,1.04,1.0
2872,30.0,1.04,0.0
2873,50.0,1.08,0.0
2874,40.0,0.78,0.0
2875,40.0,1.06,0.0
2876,30.0,1.1,0.0
2877,40.0,0.86,0.0
2878,30.0,1.0,0.0
2879,40.0,1.08,0.0
2880,30.0,1.08,1.0
2881,50.0,1.38,1.0
2882,50.0,1.12,0.0
2883,40.0,0.98,1.0
2884,40.0,0.98,1.0
2885,30.0,1.04,1.0
2886,30.0,1.0,0.0
2887,30.0,0.94,1.0
2888,40.0,0.96,0.0
2889,30.0,0.86,0.0
2890,30.0,0.86,0.0
2891,30.0,1.02,1.0
2892,30.0,1.0,1.0
2893,40.0,1.0,0.0
2894,30.0,1.08,0.0
2895,50.0,0.92,0.0
2896,30.0,1.2,1.0
2897,40.0,0.98,0.0
2898,40.0,0.9,0.0
2899,30.0,1.0,0.0
2900,50.0,0.88,0.0
2901,30.0,1.04,1.0
2902,40.0,1.18,1.0
2903,50.0,0.96,1.0
2904,30.0,1.14,1.0
2905,30.0,0.96,0.0
2906,30.0,0.96,0.0
2907,50.0,1.04,0.0
2908,40.0,0.96,1.0
2909,40.0,0.9,1.0
2910,40.0,1.04,1.0
2911,40.0,1.04,0.0
2912,40.0,0.92,1.0
2913,40.0,0.92,1.0
2914,50.0,0.92,0.0
2915,50.0,0.86,1.0
2916,30.0,1.0,0.0
2917,40.0,0.96,0.0
2918,30.0,1.08,1.0
2919,40.0,0.96,0.0
2920,30.0,1.2,1.0
2921,40.0,0.98,1.0
2922,40.0,0.84,1.0
2923,30.0,1.1,0.0
2924,30.0,1.16,0.0
2925,30.0,1.1,0.0
2926,40.0,0.96,1.0
2927,40.0,0.9,1.0
2928,50.0,0.98,0.0
2929,40.0,1.12,1.0
2930,50.0,1.08,1.0
2931,50.0,1.04,0.0
2932,30.0,0.94,1.0
2933,40.0,1.04,0.0
2934,50.0,1.02,1.0
2935,40.0,0.96,1.0
2936,50.0,1.0,0.0
2937,30.0,1.04,1.0
2938,40.0,1.0,0.0
2939,40.0,0.94,0.0
2940,50.0,1.12,1.0
2941,40.0,0.96,1.0
2942,40.0,0.96,1.0
2943,40.0,0.88,1.0
2944,40.0,0.8,0.0
2945,40.0,1.06,1.0
2946,40.0,1.08,1.0
2947,30.0,1.0,1.0
2948,40.0,1.08,1.0
2949,40.0,1.14,0.0
2950,40.0,1.18,1.0
2951,40.0,1.08,0.0
2952,40.0,0.98,1.0
2953,40.0,0.94,1.0
2954,30.0,1.08,1.0
2955,40.0,1.3,1.0
2956,40.0,0.96,0.0
2957,40.0,0.88,1.0
2958,40.0,1.02,1.0
2959,30.0,0.88,1.0
2960,30.0,1.12,0.0
2961,30.0,1.0,1.0
2962,40.0,1.0,1.0
2963,20.0,0.92,1.0
2964,30.0,1.08,1.0
2965,40.0,0.92,1.0
2966,40.0,1.0,0.0
2967,50.0,1.0,0.0
2968,40.0,1.1,0.0
2969,30.0,0.8,0.0
2970,40.0,0.96,0.0
2971,40.0,1.04,1.0
2972,50.0,1.1,0.0
2973,40.0,1.0,0.0
2974,40.0,1.04,0.0
2975,60.0,0.84,0.0
2976,40.0,1.0,0.0
2977,30.0,1.0,0.0
2978,40.0,1.04,0.0
2979,30.0,0.92,1.0
2980,30.0,0.92,0.0
2981,40.0,0.84,1.0
2982,40.0,1.1,1.0
2983,40.0,1.12,0.0
2984,40.0,1.06,1.0
2985,40.0,0.92,0.0
2986,40.0,1.12,1.0
2987,50.0,1.12,0.0
2988,30.0,0.98,0.0
2989,40.0,0.96,1.0
2990,40.0,1.0,0.0
2991,40.0,1.0,0.0
2992,30.0,0.84,1.0
2993,40.0,1.1,1.0
2994,50.0,1.1,0.0
2995,30.0,1.1,1.0
2996,40.0,1.06,0.0
2997,40.0,1.12,1.0
2998,40.0,0.92,0.0
2999,40.0,1.04,1.0
3000,40.0,1.14,1.0
3001,30.0,1.0,0.0
3002,40.0,0.88,1.0
3003,40.0,0.84,0.0
3004,40.0,0.84,0.0
3005,30.0,1.12,0.0
3006,50.0,0.92,1.0
3007,50.0,1.32,1.0
3008,30.0,1.0,0.0
3009,40.0,0.94,0.0
3010,50.0,1.0,0.0
3011,40.0,0.96,0.0
3012,20.0,1.0,0.0
3013,40.0,0.98,0.0
3014,30.0,0.88,0.0
3015,40.0,1.06,1.0
3016,30.0,1.06,1.0
3017,40.0,0.96,1.0
3018,50.0,1.0,0.0
3019,40.0,1.1,1.0
3020,30.0,0.94,1.0
3021,40.0,1.1,1.0
3022,50.0,1.0,0.0
3023,50.0,1.36,1.0
3024,30.0,1.08,1.0
3025,40.0,0.9,1.0
3026,40.0,0.96,1.0
3027,40.0,1.06,1.0
3028,40.0,1.12,0.0
3029,20.0,1.28,0.0
3030,50.0,0.96,0.0
3031,50.0,1.08,0.0
3032,30.0,1.16,1.0
3033,50.0,1.04,0.0
3034,30.0,0.98,0.0
3035,30.0,1.14,0.0
3036,30.0,0.96,1.0
3037,40.0,1.02,1.0
3038,40.0,0.98,1.0
3039,30.0,1.04,0.0
3040,50.0,0.96,0.0
3041,50.0,1.08,0.0
3042,40.0,1.04,0.0
3043,30.0,1.16,0.0
3044,40.0,1.28,0.0
3045,40.0,1.04,1.0
3046,30.0,0.98,1.0
3047,50.0,1.08,1.0
3048,40.0,1.06,1.0
3049,30.0,1.2,1.0
3050,50.0,1.0,1.0
3051,40.0,1.12,1.0
3052,40.0,0.98,1.0
3053,50.0,1.1,0.0
3054,30.0,1.0,1.0
3055,30.0,1.04,1.0
3056,40.0,0.94,0.0
3057,40.0,1.02,0.0
3058,30.0,1.12,1.0
3059,40.0,0.92,0.0
3060,30.0,1.04,0.0
3061,40.0,1.12,1.0
3062,30.0,1.1,1.0
3063,40.0,0.96,0.0
3064,30.0,0.92,0.0
3065,50.0,0.96,0.0
3066,40.0,1.0,0.0
3067,50.0,0.92,1.0
3068,40.0,1.04,0.0
3069,40.0,1.06,0.0
3070,30.0,1.02,0.0
3071,30.0,0.92,1.0
3072,30.0,1.14,1.0
3073,40.0,1.04,1.0
3074,40.0,1.04,1.0
3075,30.0,0.96,0.0
3076,40.0,0.94,0.0
3077,40.0,1.2,0.0
3078,30.0,1.0,0.0
3079,30.0,0.88,1.0
3080,30.0,1.08,0.0
3081,20.0,1.04,1.0
3082,40.0,0.98,0.0
3083,30.0,0.92,1.0
3084,30.0,0.92,1.0
3085,40.0,1.0,1.0
3086,50.0,0.9,0.0
3087,40.0,0.88,0.0
3088,30.0,0.92,1.0
3089,30.0,0.8,1.0
3090,40.0,1.14,1.0
3091,30.0,1.08,1.0
3092,40.0,1.04,1.0
3093,40.0,0.98,1.0
3094,30.0,0.76,1.0
3095,40.0,1.04,1.0
3096,30.0,1.14,0.0
3097,30.0,0.92,0.0
3098,40.0,1.12,1.0
3099,40.0,1.0,1.0
3100,30.0,0.98,1.0
3101,40.0,0.98,0.0
3102,40.0,1.0,0.0
3103,50.0,0.92,1.0
3104,40.0,0.92,1.0
3105,30.0,0.96,1.0
3106,40.0,0.86,1.0
3107,40.0,1.12,0.0
3108,30.0,1.12,0.0
3109,30.0,0.88,0.0
3110,40.0,0.92,0.0
3111,40.0,1.04,0.0
3112,40.0,1.04,0.0
3113,50.0,0.88,0.0
3114,40.0,1.04,0.0
3115,30.0,1.0,1.0
3116,50.0,0.92,1.0
3117,40.0,1.08,0.0
3118,30.0,1.1,0.0
3119,30.0,0.98,1.0
3120,30.0,0.86,0.0
3121,40.0,0.92,0.0
3122,20.0,0.82,0.0
3123,40.0,1.0,1.0
3124,30.0,0.9,1.0
3125,30.0,0.88,1.0
3126,40.0,0.92,1.0
3127,40.0,1.0,1.0
3128,40.0,1.04,1.0
3129,30.0,0.96,0.0
3130,30.0,0.9,1.0
3131,30.0,0.92,0.0
3132,30.0,1.02,1.0
3133,40.0,1.04,0.0
3134,30.0,1.1,0.0
3135,40.0,1.2,0.0
3136,40.0,0.92,1.0
3137,30.0,1.12,1.0
3138,50.0,1.12,1.0
3139,30.0,0.96,1.0
3140,30.0,1.08,1.0
3141,40.0,0.98,0.0
3142,40.0,1.0,1.0
3143,40.0,0.92,0.0
3144,40.0,1.0,0.0
3145,40.0,0.96,1.0
3146,30.0,1.0,0.0
3147,50.0,1.08,0.0
3148,30.0,1.08,1.0
3149,40.0,1.12,0.0
3150,40.0,1.14,0.0
3151,50.0,1.04,1.0
3152,40.0,1.04,1.0
3153,30.0,1.12,0.0
3154,20.0,1.14,1.0
3155,40.0,1.0,1.0
3156,50.0,0.94,0.0
3157,30.0,0.92,1.0
3158,30.0,0.96,0.0
3159,30.0,0.92,0.0
3160,40.0,1.04,1.0
3161,40.0,1.12,0.0
3162,40.0,1.0,0.0
3163,40.0,1.04,0.0
3164,50.0,1.26,1.0
3165,40.0,0.88,0.0
3166,40.0,0.76,0.0
3167,40.0,1.24,1.0
3168,40.0,0.96,0.0
3169,30.0,0.84,1.0
3170,30.0,0.82,0.0
3171,30.0,0.84,0.0
3172,30.0,1.0,0.0
3173,50.0,1.28,0.0
3174,40.0,1.04,0.0
3175,30.0,0.92,1.0
3176,30.0,0.8,0.0
3177,40.0,1.12,1.0
3178,40.0,1.04,1.0
3179,30.0,0.92,1.0
3180,40.0,0.8,1.0
3181,40.0,0.92,1.0
3182,40.0,0.84,0.0
3183,30.0,1.02,0.0
3184,30.0,0.88,0.0
3185,30.0,1.04,0.0
3186,40.0,0.92,0.0
3187,40.0,1.0,1.0
3188,30.0,1.0,1.0
3189,40.0,1.2,1.0
3190,40.0,1.16,0.0
3191,30.0,0.9,1.0
3192,20.0,0.92,1.0
3193,40.0,1.16,1.0
3194,40.0,1.08,1.0
3195,50.0,0.96,1.0
3196,40.0,1.08,1.0
3197,40.0,0.88,1.0
3198,30.0,1.04,0.0
3199,30.0,0.96,0.0
3200,30.0,1.18,1.0
3201,40.0,1.0,1.0
3202,20.0,0.9,0.0
3203,40.0,0.96,0.0
3204,40.0,0.98,1.0
3205,40.0,0.92,0.0
3206,30.0,0.88,1.0
3207,40.0,0.82,0.0
3208,40.0,1.14,0.0
3209,40.0,0.96,1.0
3210,40.0,1.12,0.0
3211,40.0,0.98,1.0
3212,30.0,0.92,0.0
3213,50.0,1.04,0.0
3214,30.0,0.94,0.0
3215,30.0,0.92,0.0
3216,40.0,1.1,1.0
3217,30.0,0.88,1.0
3218,30.0,0.82,0.0
3219,40.0,1.04,1.0
3220,50.0,1.04,0.0
3221,50.0,1.04,1.0
3222,30.0,1.08,0.0
3223,40.0,1.0,1.0
3224,50.0,1.08,0.0
3225,40.0,1.14,1.0
3226,30.0,1.08,0.0
3227,40.0,1.06,1.0
3228,30.0,0.92,0.0
3229,40.0,0.92,1.0
3230,30.0,1.08,1.0
3231,40.0,1.16,0.0
3232,30.0,0.9,1.0
3233,50.0,1.04,0.0
3234,30.0,0.96,1.0
3235,40.0,1.0,0.0
3236,40.0,0.96,0.0
3237,30.0,1.0,0.0
3238,50.0,0.86,1.0
3239,30.0,0.96,0.0
3240,30.0,1.08,0.0
3241,40.0,1.1,0.0
3242,30.0,0.86,0.0
3243,40.0,1.12,1.0
3244,30.0,0.88,1.0
3245,40.0,0.98,0.0
3246,40.0,1.08,0.0
3247,30.0,1.22,1.0
3248,40.0,1.12,0.0
3249,40.0,1.04,1.0
3250,30.0,1.0,1.0
3251,50.0,1.1,0.0
3252,40.0,1.14,0.0
3253,40.0,1.1,0.0
3254,30.0,1.0,1.0
3255,30.0,1.12,0.0
3256,40.0,0.84,1.0
3257,50.0,0.92,0.0
3258,40.0,0.96,0.0
3259,30.0,0.9,0.0
3260,30.0,0.92,1.0
3261,40.0,1.2,1.0
3262,40.0,0.94,0.0
3263,30.0,1.06,1.0
3264,30.0,0.92,1.0
3265,40.0,1.12,1.0
3266,30.0,0.96,0.0
3267,30.0,1.0,0.0
3268,40.0,1.04,1.0
3269,50.0,1.04,0.0
3270,30.0,0.92,1.0
3271,40.0,0.92,1.0
3272,40.0,1.02,1.0
3273,40.0,0.88,0.0
3274,30.0,1.04,0.0
3275,30.0,0.94,1.0
3276,50.0,0.88,0.0
3277,50.0,0.94,1.0
3278,40.0,1.2,0.0
3279,40.0,1.02,0.0
3280,30.0,0.96,1.0
3281,40.0,1.14,1.0
3282,30.0,1.04,0.0
3283,30.0,1.04,0.0
3284,30.0,1.0,0.0
3285,40.0,0.88,1.0
3286,40.0,0.8,1.0
3287,30.0,0.84,1.0
3288,20.0,0.92,1.0
3289,40.0,0.88,0.0
3290,40.0,1.0,0.0
3291,30.0,0.86,1.0
3292,40.0,0.88,0.0
3293,40.0,0.92,1.0
3294,40.0,0.86,0.0
3295,40.0,0.96,1.0
3296,50.0,0.94,0.0
3297,40.0,1.14,0.0
3298,50.0,1.08,1.0
3299,40.0,0.96,0.0
3300,40.0,0.86,1.0
3301,40.0,0.96,0.0
3302,30.0,1.0,1.0
3303,50.0,0.92,1.0
3304,40.0,0.96,1.0
3305,40.0,0.94,1.0
3306,50.0,0.96,0.0
3307,30.0,0.88,1.0
3308,50.0,0.94,1.0
3309,40.0,0.92,1.0
3310,50.0,0.8,0.0
3311,40.0,1.0,0.0
3312,40.0,1.0,1.0
3313,40.0,1.12,1.0
3314,40.0,0.92,1.0
3315,30.0,0.9,0.0
3316,30.0,0.96,0.0
3317,40.0,1.04,0.0
3318,30.0,1.08,1.0
3319,40.0,1.16,0.0
3320,30.0,0.98,0.0
3321,40.0,0.96,1.0
3322,40.0,0.98,1.0
3323,40.0,1.0,1.0
3324,30.0,1.0,0.0
3325,40.0,1.02,1.0
3326,30.0,1.04,0.0
3327,40.0,1.14,0.0
3328,30.0,0.98,0.0
3329,40.0,1.0,1.0
3330,40.0,0.96,0.0
3331,30.0,1.08,0.0
3332,30.0,1.1,1.0
3333,30.0,0.84,1.0
3334,40.0,0.88,1.0
3335,30.0,1.16,0.0
3336,40.0,1.08,1.0
3337,30.0,0.84,0.0
3338,30.0,0.96,1.0
3339,40.0,1.04,1.0
3340,30.0,1.14,1.0
3341,40.0,0.98,1.0
3342,40.0,0.98,0.0
3343,40.0,1.1,0.0
3344,30.0,1.0,1.0
3345,50.0,1.04,1.0
3346,30.0,1.08,0.0
3347,30.0,0.92,1.0
3348,30.0,1.14,0.0
3349,40.0,1.08,0.0
3350,50.0,0.82,0.0
3351,30.0,1.16,1.0
3352,30.0,0.88,0.0
3353,40.0,1.24,1.0
3354,40.0,1.08,0.0
3355,30.0,1.0,1.0
3356,30.0,1.1,0.0
3357,40.0,0.84,1.0
3358,40.0,0.88,0.0
3359,50.0,1.12,0.0
3360,30.0,1.1,1.0
3361,40.0,1.0,0.0
3362,50.0,0.92,1.0
3363,50.0,1.02,1.0
3364,30.0,1.08,1.0
3365,40.0,0.92,1.0
3366,40.0,0.98,0.0
3367,40.0,1.02,0.0
3368,40.0,0.98,0.0
3369,40.0,1.08,0.0
3370,40.0,1.26,1.0
3371,40.0,0.9,1.0
3372,30.0,0.88,0.0
3373,30.0,0.84,0.0
3374,30.0,1.04,0.0
3375,30.0,0.92,0.0
3376,30.0,0.92,1.0
3377,40.0,1.0,1.0
3378,30.0,0.92,0.0
3379,40.0,1.0,0.0
3380,40.0,0.9,1.0
3381,40.0,1.04,1.0
3382,30.0,1.0,0.0
3383,40.0,0.96,0.0
3384,40.0,0.96,0.0
3385,30.0,0.94,1.0
3386,40.0,1.1,0.0
3387,40.0,1.16,0.0
3388,40.0,1.12,0.0
3389,40.0,1.06,1.0
3390,40.0,1.2,1.0
3391,30.0,1.0,1.0
3392,40.0,1.1,0.0
3393,30.0,0.98,1.0
3394,40.0,0.88,0.0
3395,30.0,0.98,0.0
3396,40.0,0.96,0.0
3397,50.0,1.08,1.0
3398,40.0,1.08,1.0
3399,40.0,1.24,0.0
3400,30.0,0.94,1.0
3401,40.0,1.0,1.0
3402,30.0,0.96,0.0
3403,30.0,1.0,1.0
3404,50.0,1.1,0.0
3405,40.0,0.96,0.0
3406,40.0,1.04,1.0
3407,30.0,0.84,0.0
3408,30.0,0.84,0.0
3409,40.0,1.16,0.0
3410,40.0,0.96,0.0
3411,40.0,0.98,0.0
3412,30.0,0.96,1.0
3413,40.0,1.02,1.0
3414,50.0,0.96,1.0
3415,50.0,1.04,1.0
3416,50.0,1.04,0.0
3417,30.0,0.96,0.0
3418,40.0,0.84,0.0
3419,30.0,0.84,1.0
3420,30.0,0.96,0.0
3421,30.0,0.9,0.0
3422,30.0,0.86,1.0
3423,40.0,0.96,0.0
3424,50.0,1.0,0.0
3425,40.0,0.94,1.0
3426,40.0,1.1,1.0
3427,40.0,1.0,1.0
3428,40.0,1.12,0.0
3429,30.0,1.2,1.0
3430,40.0,0.94,1.0
3431,40.0,1.1,1.0
3432,40.0,1.06,0.0
3433,30.0,1.1,1.0
3434,30.0,0.96,0.0
3435,30.0,1.18,0.0
3436,30.0,0.96,1.0
3437,40.0,0.96,0.0
3438,50.0,1.0,0.0
3439,50.0,1.04,1.0
3440,30.0,1.0,1.0
3441,40.0,1.1,0.0
3442,20.0,0.96,0.0
3443,40.0,1.18,0.0
3444,40.0,0.96,0.0
3445,30.0,1.04,1.0
3446,50.0,0.92,1.0
3447,50.0,1.04,1.0
3448,30.0,0.92,1.0
3449,40.0,0.96,0.0
3450,40.0,0.96,1.0
3451,30.0,0.9,0.0
3452,40.0,1.06,0.0
3453,30.0,0.96,0.0
3454,30.0,0.88,1.0
3455,30.0,0.88,1.0
3456,30.0,0.86,1.0
3457,30.0,1.08,0.0
3458,50.0,1.04,0.0
3459,30.0,1.0,1.0
3460,40.0,1.0,1.0
3461,40.0,1.08,0.0
3462,50.0,0.94,1.0
3463,30.0,0.78,1.0
3464,40.0,0.96,1.0
3465,30.0,0.96,1.0
3466,40.0,0.96,0.0
3467,40.0,1.1,1.0
3468,30.0,1.08,0.0
3469,50.0,1.04,1.0
3470,40.0,1.0,1.0
3471,30.0,1.0,1.0
3472,40.0,0.88,1.0
3473,40.0,1.18,0.0
3474,50.0,1.16,0.0
3475,30.0,0.96,0.0
3476,50.0,0.92,0.0
3477,40.0,0.88,1.0
3478,40.0,1.14,1.0
3479,60.0,0.96,1.0
3480,20.0,1.04,1.0
3481,40.0,0.84,0.0
3482,40.0,1.04,1.0
3483,30.0,1.0,0.0
3484,30.0,1.02,0.0
3485,30.0,0.82,1.0
3486,40.0,0.88,0.0
3487,30.0,0.88,0.0
3488,30.0,1.24,0.0
3489,40.0,1.04,0.0
3490,40.0,1.04,0.0
3491,30.0,0.96,0.0
3492,40.0,0.9,0.0
3493,30.0,0.9,0.0
3494,30.0,0.92,0.0
3495,40.0,1.26,1.0
3496,30.0,0.9,1.0
3497,50.0,1.2,0.0
3498,40.0,1.04,1.0
3499,50.0,0.94,1.0
3500,40.0,0.94,1.0
3501,30.0,1.1,1.0
3502,50.0,1.06,1.0
3503,20.0,1.0,0.0
3504,30.0,1.1,0.0
3505,30.0,0.88,1.0
3506,30.0,0.96,1.0
3507,30.0,1.08,1.0
3508,40.0,1.12,0.0
3509,40.0,1.0,1.0
3510,40.0,1.04,1.0
3511,50.0,1.0,1.0
3512,40.0,0.96,1.0
3513,30.0,0.92,0.0
3514,40.0,1.04,1.0
3515,30.0,1.04,1.0
3516,40.0,0.92,0.0
3517,30.0,1.1,1.0
3518,40.0,1.0,1.0
3519,30.0,1.12,0.0
3520,40.0,1.1,0.0
3521,50.0,1.04,0.0
3522,30.0,0.96,0.0
3523,30.0,1.16,0.0
3524,40.0,1.16,0.0
3525,30.0,1.14,0.0
3526,40.0,1.06,1.0
3527,40.0,0.92,0.0
3528,50.0,1.16,0.0
3529,20.0,0.92,0.0
3530,20.0,1.12,0.0
3531,30.0,1.02,1.0
3532,30.0,1.12,0.0
3533,50.0,1.04,1.0
3534,30.0,1.04,1.0
3535,30.0,0.94,1.0
3536,40.0,0.94,1.0
3537,50.0,1.0,1.0
3538,40.0,1.04,0.0
3539,40.0,1.04,0.0
3540,40.0,1.28,1.0
3541,40.0,1.04,0.0
3542,50.0,0.88,0.0
3543,30.0,0.96,0.0
3544,20.0,1.12,0.0
3545,50.0,1.12,0.0
3546,40.0,1.12,0.0
3547,50.0,1.12,0.0
3548,40.0,0.92,1.0
3549,20.0,1.08,1.0
3550,30.0,0.88,1.0
3551,30.0,1.04,1.0
3552,30.0,1.04,0.0
3553,30.0,1.04,1.0
3554,40.0,1.12,0.0
3555,30.0,0.9,0.0
3556,40.0,1.08,0.0
3557,30.0,0.96,1.0
3558,30.0,1.14,0.0
3559,40.0,0.88,0.0
3560,40.0,1.16,1.0
3561,40.0,0.88,1.0
3562,50.0,0.96,0.0
3563,30.0,0.92,1.0
3564,50.0,1.06,0.0
3565,30.0,1.06,0.0
3566,40.0,0.76,0.0
3567,30.0,0.92,0.0
3568,40.0,1.04,0.0
3569,40.0,0.92,1.0
3570,40.0,1.0,1.0
3571,50.0,1.0,1.0
3572,30.0,1.0,0.0
3573,40.0,0.96,0.0
3574,40.0,1.14,0.0
3575,40.0,1.16,1.0
3576,40.0,0.96,0.0
3577,30.0,0.92,0.0
3578,40.0,1.2,0.0
3579,40.0,1.24,1.0
3580,30.0,0.92,0.0
3581,40.0,0.96,1.0
3582,40.0,0.94,1.0
3583,50.0,0.98,1.0
3584,30.0,1.0,1.0
3585,40.0,0.96,0.0
3586,30.0,1.04,0.0
3587,50.0,1.0,0.0
3588,20.0,1.02,1.0
3589,40.0,0.96,0.0
3590,40.0,0.92,1.0
3591,40.0,1.0,1.0
3592,40.0,0.86,0.0
3593,40.0,0.94,0.0
3594,30.0,1.04,0.0
3595,20.0,0.92,1.0
3596,30.0,0.96,1.0
3597,30.0,1.04,1.0
3598,40.0,1.0,1.0
3599,40.0,1.04,0.0
3600,40.0,0.96,1.0
3601,50.0,0.88,1.0
3602,40.0,0.88,0.0
3603,30.0,1.02,1.0
3604,40.0,0.8,1.0
3605,50.0,1.04,1.0
3606,50.0,0.92,1.0
3607,20.0,0.86,1.0
3608,30.0,1.0,0.0
3609,30.0,0.92,1.0
3610,20.0,0.96,1.0
3611,30.0,1.16,1.0
3612,40.0,1.04,1.0
3613,40.0,1.0,1.0
3614,40.0,0.92,1.0
3615,40.0,0.88,1.0
3616,40.0,0.94,0.0
3617,60.0,0.98,0.0
3618,30.0,0.98,1.0
3619,30.0,0.96,1.0
3620,40.0,1.02,0.0
3621,50.0,1.1,0.0
3622,30.0,1.12,0.0
3623,40.0,1.04,0.0
3624,40.0,1.12,0.0
3625,40.0,1.08,1.0
3626,30.0,1.1,1.0
3627,50.0,1.08,0.0
3628,30.0,1.08,1.0
3629,30.0,1.08,1.0
3630,30.0,0.88,1.0
3631,30.0,1.04,1.0
3632,20.0,0.96,1.0
3633,30.0,0.72,0.0
3634,50.0,1.12,0.0
3635,20.0,0.96,1.0
3636,20.0,1.0,1.0
3637,40.0,0.96,0.0
3638,40.0,0.94,1.0
3639,40.0,0.92,0.0
3640,30.0,1.02,1.0
3641,40.0,0.96,0.0
3642,30.0,1.24,1.0
3643,40.0,1.16,1.0
3644,40.0,1.08,0.0
3645,40.0,1.32,1.0
3646,30.0,1.08,0.0
3647,40.0,0.94,1.0
3648,40.0,1.02,0.0
3649,30.0,0.88,0.0
3650,50.0,1.04,1.0
3651,50.0,1.0,0.0
3652,20.0,1.12,1.0
3653,40.0,0.88,0.0
3654,40.0,0.94,0.0
3655,30.0,1.18,0.0
3656,30.0,1.06,0.0
3657,40.0,0.92,1.0
3658,30.0,1.2,0.0
3659,30.0,0.8,0.0
3660,40.0,0.96,1.0
3661,40.0,0.98,1.0
3662,40.0,1.14,1.0
3663,30.0,1.08,1.0
3664,40.0,1.1,1.0
3665,30.0,1.04,0.0
3666,40.0,0.98,0.0
3667,30.0,0.92,0.0
3668,30.0,0.92,0.0
3669,50.0,0.92,0.0
3670,30.0,0.96,1.0
3671,50.0,0.86,1.0
3672,40.0,0.86,0.0
3673,40.0,0.96,0.0
3674,40.0,0.96,0.0
3675,30.0,1.04,0.0
3676,40.0,0.92,1.0
3677,30.0,1.04,1.0
3678,40.0,1.04,0.0
3679,40.0,1.12,1.0
3680,30.0,0.82,1.0
3681,30.0,1.04,0.0
3682,30.0,1.0,0.0
3683,40.0,1.12,1.0
3684,30.0,0.86,1.0
3685,40.0,1.04,0.0
3686,40.0,0.84,1.0
3687,40.0,1.0,0.0
3688,40.0,0.96,0.0
3689,40.0,0.92,0.0
3690,40.0,1.06,0.0
3691,30.0,1.0,1.0
3692,40.0,1.14,0.0
3693,20.0,1.16,1.0
3694,30.0,1.14,0.0
3695,40.0,1.06,1.0
3696,30.0,0.86,0.0
3697,40.0,0.96,1.0
3698,30.0,1.0,0.0
3699,40.0,0.94,0.0
3700,40.0,0.92,0.0
3701,40.0,1.16,1.0
3702,50.0,1.04,0.0
3703,30.0,1.0,0.0
3704,40.0,1.0,1.0
3705,50.0,1.04,1.0
3706,30.0,1.1,1.0
3707,30.0,0.96,1.0
3708,40.0,1.06,0.0
3709,40.0,0.88,0.0
3710,40.0,0.92,1.0
3711,40.0,1.0,1.0
3712,40.0,1.2,1.0
3713,20.0,0.88,0.0
3714,40.0,0.96,1.0
3715,40.0,0.92,0.0
3716,30.0,1.12,0.0
3717,40.0,1.06,0.0
3718,30.0,1.04,1.0
3719,30.0,0.96,1.0
3720,30.0,0.96,1.0
3721,20.0,0.86,1.0
3722,40.0,1.14,1.0
3723,30.0,1.08,1.0
3724,40.0,1.12,0.0
3725,40.0,0.96,1.0
3726,30.0,0.94,0.0
3727,40.0,0.96,0.0
3728,30.0,1.0,0.0
3729,40.0,1.08,1.0
3730,30.0,1.0,1.0
3731,30.0,1.0,0.0
3732,30.0,1.06,1.0
3733,40.0,1.02,0.0
3734,50.0,1.04,0.0
3735,40.0,1.0,0.0
3736,30.0,1.08,1.0
3737,40.0,1.04,1.0
3738,30.0,0.92,1.0
3739,40.0,1.0,1.0
3740,40.0,1.18,0.0
3741,40.0,1.0,0.0
3742,40.0,0.9,1.0
3743,40.0,1.0,0.0
3744,30.0,1.02,1.0
3745,40.0,1.14,1.0
3746,50.0,0.96,0.0
3747,40.0,0.88,1.0
3748,30.0,1.12,0.0
3749,40.0,1.24,0.0
3750,30.0,1.08,0.0
3751,30.0,0.84,0.0
3752,40.0,0.96,1.0
3753,30.0,0.88,0.0
3754,40.0,1.12,1.0
3755,30.0,0.96,1.0
3756,30.0,1.1,1.0
3757,40.0,1.18,0.0
3758,50.0,0.98,1.0
3759,40.0,0.96,1.0
3760,40.0,0.84,1.0
3761,40.0,1.2,1.0
3762,30.0,1.18,1.0
3763,40.0,1.3,0.0
3764,30.0,0.98,0.0
3765,40.0,0.88,1.0
3766,50.0,1.12,0.0
3767,40.0,0.96,1.0
3768,40.0,1.12,1.0
3769,40.0,1.08,0.0
3770,50.0,1.1,1.0
3771,30.0,0.92,1.0
3772,30.0,1.02,0.0
3773,40.0,1.04,0.0
3774,40.0,1.12,1.0
3775,40.0,1.06,1.0
3776,20.0,1.24,1.0
3777,40.0,1.08,1.0
3778,50.0,1.06,1.0
3779,40.0,1.12,0.0
3780,30.0,1.12,1.0
3781,40.0,0.92,0.0
3782,30.0,1.02,0.0
3783,30.0,1.06,0.0
3784,30.0,0.88,1.0
3785,40.0,1.0,1.0
3786,50.0,1.26,1.0
3787,30.0,0.88,1.0
3788,40.0,1.12,0.0
3789,30.0,1.14,0.0
3790,40.0,1.14,1.0
3791,40.0,1.14,1.0
3792,30.0,1.0,0.0
3793,40.0,1.0,1.0
